,case_order,cust_id,interaction_id,city,state,county,zip,latitude,longitude,population,area,timezone,job,children,age,education,employment,income,marital,gender,churn,outage_sec_wk,email_contact_yr,support_reqs_total,equip_failure_yr,cust_is_techie,contract_term,portable_modem,tablet,internet_service,phone_service,multi_ph_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_bill,pay_method,tenure,monthly_charge,bandwidth_gb_yr,surv_timely_resp,surv_timely_fix,surv_timely_replace,surv_reliability,surv_options,surv_respectful,surv_courteous,surv_active_listening,zscore_income,zscore_support_reqs,zscore_equip_fail
966,967,R00362,87df7ce5-11ad-451c-a350-3f79bd8a7d28,Saint Albans Bay,VT,Franklin,5481,44.77291,-73.20506,0,Suburban,America/New_York,Games developer,1.0,23.0,Regular High School Diploma,Full Time,28082.0,Divorced,Male,Yes,8.835603168,15,4,1,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,11.0,190.5650019,2026.0,4,5,3,3,3,6,5,6,,3.0434393467957603,
1300,1301,W226633,86c34bc7-ccfe-44f2-adc9-82a213b7b2d2,Kingwood,TX,Harris,77345,30.05415,-95.159,28804,Urban,America/Chicago,Claims inspector/assessor,0.0,45.0,"Some College, 1 or More Years, No Degree",Student,23514.0,Widowed,Male,Yes,10.56654694,17,4,0,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Electronic Check,11.0,104.8362783,1370.0,4,3,4,4,3,2,2,4,,3.0434393467957603,
1341,1342,L156274,4d19d7b6-6a97-4dbf-aeec-6978e9e701b6,Evansville,IN,Vanderburgh,47715,37.96998,-87.48426,26340,Urban,America/Chicago,Management consultant,3.0,39.0,Bachelor's Degree,Full Time,45245.0,Separated,Male,Yes,12.98314285,12,4,0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,9.0,256.5930897,1568.0,3,1,2,3,4,2,4,3,,3.0434393467957603,
1343,1344,A568113,4a46112a-d1aa-401e-a4f3-e5dca9136c17,Ninety Six,SC,Greenwood,29666,34.12241,-81.99166,6610,Urban,America/New_York,Stage manager,0.0,38.0,Associate's Degree,Full Time,47514.0,Widowed,Male,No,10.35749033,8,4,1,No,Two Year,No,No,DSL,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Bank Transfer(automatic),5.0,143.582916,1192.0,3,3,3,5,1,4,4,3,,3.0434393467957603,
1465,1466,J333300,50044f9d-f05c-4d46-b517-98f85dacb650,Lafayette,IN,Tippecanoe,47909,40.32347,-86.90076,42532,Suburban,America/Indiana/Indianapolis,Catering manager,1.0,59.0,Professional School Degree,Student,8721.0,Married,Female,No,9.245529102,15,4,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Mailed Check,2.0,184.6359264,656.0,5,4,4,3,3,5,4,5,,3.0434393467957603,
1511,1512,C753779,bc20f72b-6278-4e1a-af2a-e328c53e3e6e,Alta,WY,Teton,83414,43.88851,-110.94924,382,Urban,America/Denver,"Presenter, broadcasting",3.0,80.0,Bachelor's Degree,Unemployed,22140.0,Widowed,Male,No,10.24136196,16,4,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),3.0,103.7688195,445.0,3,4,4,4,4,4,2,3,,3.0434393467957603,
1577,1578,R624962,efbd1d52-9755-46f2-8bf0-b9b1e4f95f72,Ballwin,MO,St. Louis,63011,38.6037,-90.55919,38436,Rural,America/Chicago,"Therapist, nutritional",10.0,46.0,Bachelor's Degree,Full Time,38530.0,Married,Male,Yes,11.13207425,14,4,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),4.0,251.9167451,1243.0,2,2,1,2,5,2,3,3,,3.0434393467957603,
1670,1671,J991902,9419e18a-8f64-4fae-aa31-f49c93bae541,Lohn,TX,McCulloch,76852,31.35942,-99.45093,206,Suburban,America/Chicago,IT trainer,3.0,43.0,Professional School Degree,Student,38370.0,Married,Female,No,6.338750684,10,4,0,No,Two Year,No,No,None,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Mailed Check,12.0,174.5114673,1593.0,2,3,2,2,4,3,4,3,,3.0434393467957603,
1883,1884,Y467657,170d1578-78f4-4d87-9ef1-11d415f32289,Norfolk,VA,Norfolk,23523,36.83255,-76.272,8075,Rural,America/New_York,Quantity surveyor,1.0,86.0,Regular High School Diploma,Unemployed,24371.0,Divorced,Male,No,5.45976313,10,4,0,No,One year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,No,Electronic Check,3.0,162.4795038,505.0,3,3,4,4,5,3,2,3,,3.0434393467957603,
1925,1926,I761973,64fed4a7-7144-412b-b5ca-2e1e8918d9dc,Thorndike,MA,Hampden,1079,42.19437,-72.33014,658,Suburban,America/New_York,"Scientist, biomedical",3.0,64.0,Associate's Degree,Full Time,38692.0,Married,Female,No,5.313108417,12,5,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,4.0,170.8942433,641.0,2,3,3,4,4,3,4,2,,4.055724695490021,
1953,1954,R838901,b8ebef60-999a-4f8f-8e99-3f9a85e33d11,Ava,NY,Oneida,13303,43.36599,-75.46494,1113,Urban,America/New_York,Industrial/product designer,3.0,81.0,GED or Alternative Credential,Part Time,37366.0,Married,Male,Yes,9.825391664,8,4,1,Yes,Month-to-month,No,No,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,21.0,212.8990882,2504.0,3,3,3,5,5,3,2,4,,3.0434393467957603,
2052,2053,S258368,d807731c-8fb1-4be9-b904-ff7117ee4528,Tacoma,WA,Pierce,98446,47.1297,-122.37423,10424,Suburban,America/Los_Angeles,Network engineer,2.0,87.0,Associate's Degree,Unemployed,48477.0,Married,Male,Yes,11.79883262,7,4,1,No,One year,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),2.0,242.2702756,1188.0,6,5,3,3,3,5,5,4,,3.0434393467957603,
2056,2057,A822635,19459870-1bb0-4ee8-bf7a-5f5451ed3326,Exchange,WV,Braxton,26619,38.77346,-80.73753,399,Urban,America/New_York,Music therapist,3.0,23.0,"9th Grade to 12th Grade, No Diploma",Full Time,99292.0,Married,Male,No,8.532433404,13,4,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,Yes,No,No,No,Bank Transfer(automatic),8.0,126.9362234,2130.0,5,4,5,2,4,5,4,4,,3.0434393467957603,
2068,2069,M410334,fba15912-2f34-4b8f-b644-f387f4bdefbd,Pendleton,KY,Henry,40055,38.49678,-85.32477,1894,Suburban,America/New_York,Data scientist,0.0,42.0,Bachelor's Degree,Full Time,47320.0,Divorced,Female,No,7.763246997,6,4,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),2.0,172.0229018,562.0,4,4,4,5,2,3,6,4,,3.0434393467957603,
2092,2093,J460469,943b8932-7cbd-4046-a86c-fa1e4763b95f,Monarch,CO,Chaffee,81227,38.54935,-106.2901,6,Rural,America/Denver,Physiological scientist,3.0,48.0,Regular High School Diploma,Part Time,30351.0,Widowed,Female,Yes,9.207510495,12,4,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Credit Card (automatic),6.0,191.8472589,768.0,4,4,4,4,3,3,4,4,,3.0434393467957603,
2102,2103,N179804,30fbf37c-ca19-47cb-a5b1-fdd2a4f70af7,Worcester,NY,Otsego,12197,42.61136,-74.72774,2023,Suburban,America/New_York,Corporate treasurer,2.0,55.0,Regular High School Diploma,Full Time,45127.0,Separated,Male,No,9.225948252,11,4,0,No,Two Year,Yes,No,None,Yes,No,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),12.0,140.2706982,1142.0,3,3,2,5,2,4,4,3,,3.0434393467957603,
2122,2123,D323193,37c2716d-3bb3-44b2-a46d-e74cb655f3db,Binford,ND,Griggs,58416,47.54155,-98.35019,388,Urban,America/Chicago,"Secretary, company",1.0,43.0,Regular High School Diploma,Full Time,66031.0,Divorced,Male,No,12.11909683,9,4,1,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),15.0,209.7071873,1246.0,4,5,4,5,2,4,5,6,,3.0434393467957603,
2150,2151,P636120,1b54b0de-77f7-46e9-98fc-c064db417c7e,Hallettsville,TX,Lavaca,77964,29.377,-96.84377,8304,Urban,America/Chicago,Medical laboratory scientific officer,1.0,87.0,Regular High School Diploma,Unemployed,31553.0,Widowed,Female,Yes,8.25969249,7,4,0,No,Month-to-month,Yes,No,DSL,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,5.0,213.0407994,1363.0,3,4,5,4,3,3,1,2,,3.0434393467957603,
2176,2177,S66272,dca45dd8-5894-4547-ab6a-b3e183d5c680,Gibsonburg,OH,Sandusky,43431,41.38988,-83.33775,4868,Urban,America/New_York,Community development worker,0.0,70.0,Regular High School Diploma,Retired,27386.0,Divorced,Female,No,10.70438674,12,4,1,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,12.0,201.3666969,1980.0,3,3,5,4,3,6,3,5,,3.0434393467957603,
2189,2190,W286676,3487f65d-3078-4e8b-9978-f8cab107621a,Siler,KY,Whitley,40763,36.69269,-83.92336,398,Urban,America/New_York,Data scientist,1.0,43.0,"Some College, 1 or More Years, No Degree",Full Time,9011.0,Never Married,Female,Yes,10.4349606,12,4,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),4.0,184.9669185,1250.0,2,2,2,5,3,2,2,3,,3.0434393467957603,
2193,2194,B446255,c7eed96a-4220-4d8b-8c8b-8e9da4a848b4,Longview,WA,Cowlitz,98632,46.21685,-123.06853,51045,Rural,America/Los_Angeles,"Scientist, physiological",1.0,81.0,Associate's Degree,Full Time,42530.0,Married,Male,Yes,10.20382058,14,5,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),3.0,213.3325675,3104.0,1,1,2,3,3,3,2,2,,4.055724695490021,
2268,2269,K316646,6551e21a-3d69-4d28-873d-3acf41abb53c,Inver Grove Heights,MN,Dakota,55076,44.83633,-93.03401,21681,Rural,America/Chicago,"Designer, blown glass/stained glass",3.0,22.0,GED or Alternative Credential,Full Time,36426.0,Divorced,Male,Yes,19.30077262,6,4,0,No,Two Year,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,16.0,246.1102995,1056.0,3,3,3,3,3,4,2,2,,3.0434393467957603,
2398,2399,Z365104,41cb9487-9301-42c9-bd88-57de0bab3cc9,Hassell,NC,Martin,27841,35.90856,-77.27624,24,Rural,America/New_York,Chief Financial Officer,1.0,83.0,"Some College, Less than 1 Year",Full Time,6378.0,Divorced,Male,Yes,5.188869739,9,4,0,No,One year,No,Yes,DSL,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),5.0,199.168594,1726.0,2,3,3,2,4,3,2,2,,3.0434393467957603,
2468,2469,K15484,8cdce8b0-94e3-4bb7-ae87-55fc5332c191,Lyons,NE,Burt,68038,41.95408,-96.44589,1310,Urban,America/Chicago,"Surveyor, minerals",2.0,54.0,Regular High School Diploma,Full Time,37909.0,Never Married,Female,Yes,5.961733101,15,5,2,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,19.0,186.585303,2392.0,3,3,3,4,4,3,4,2,,4.055724695490021,
2479,2480,W717095,36736617-7c74-4846-84f4-458bb33177bb,Bingham,IL,Fayette,62011,39.1266,-89.21604,172,Suburban,America/Chicago,Naval architect,2.0,46.0,Bachelor's Degree,Full Time,64898.0,Separated,Female,Yes,10.34639187,14,4,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Mailed Check,4.0,243.1953557,1002.0,2,3,3,3,2,3,3,3,,3.0434393467957603,
2570,2571,L223677,e14e5c92-18c5-44c2-b024-2f24d2c7c41c,San Ramon,CA,Contra Costa,94583,37.75515,-121.97273,35102,Rural,America/Los_Angeles,Housing manager/officer,3.0,63.0,Regular High School Diploma,Full Time,42614.0,Divorced,Female,No,11.16395271,14,5,0,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Credit Card (automatic),9.0,162.5418507,1636.0,4,3,4,4,5,3,3,4,,4.055724695490021,
2604,2605,E135018,f303db97-78ea-4fb3-9c5f-411f5cde4d7b,Deer River,MN,Itasca,56636,47.40863,-93.90402,4979,Rural,America/Chicago,Market researcher,2.0,29.0,Regular High School Diploma,Full Time,32952.0,Separated,Male,Yes,10.43809782,8,4,0,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Credit Card (automatic),5.0,203.3385322,1590.0,4,3,3,3,4,3,2,3,,3.0434393467957603,
2838,2839,Q662651,6c5401d1-e238-46bc-96ee-a4b3ce7a1b21,Tryon,OK,Lincoln,74875,35.87711,-96.97383,1268,Urban,America/Chicago,Building control surveyor,2.0,50.0,Regular High School Diploma,Unemployed,43167.0,Widowed,Female,No,8.928362624,11,4,0,No,Two Year,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Credit Card (automatic),5.0,163.7224482,1207.0,3,3,2,6,4,2,3,3,,3.0434393467957603,
3036,3037,F946414,5d49e4c4-76b9-46b2-99d5-0cbc2c2c7df9,Clifton,SC,Spartanburg,29324,34.98374,-81.82677,336,Suburban,America/New_York,Garment/textile technologist,4.0,65.0,Regular High School Diploma,Full Time,40599.0,Never Married,Female,No,6.796649,20,5,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),6.0,171.4268,868.0,3,3,3,4,4,6,4,5,,4.055724695490021,
3138,3139,C495453,51695822-b30a-422a-b2dc-0a9ac30befaa,Adah,PA,Fayette,15410,39.91459,-79.90521,1223,Suburban,America/New_York,"Engineer, aeronautical",1.0,42.0,Bachelor's Degree,Unemployed,15255.0,Never Married,Female,Yes,13.46341,15,4,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Electronic Check,5.0,222.4725,1816.0,3,3,4,4,4,2,2,4,,3.0434393467957603,
3154,3155,E198809,9347542e-38ec-4f5a-bd45-2eaf9d184468,Waterford,MI,Oakland,48327,42.64423,-83.41417,22356,Urban,America/Detroit,Call centre manager,1.0,58.0,"9th Grade to 12th Grade, No Diploma",Full Time,34548.0,Married,Female,No,16.70618,11,4,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),10.0,174.5076,826.0,3,3,3,5,2,3,3,4,,3.0434393467957603,
3177,3178,Q727920,e33e66b2-6466-419c-a6ab-fec52b9b721e,Onaga,KS,Pottawatomie,66521,39.47984,-96.21953,1651,Rural,America/Chicago,Paramedic,1.0,21.0,Nursery School to 8th Grade,Student,22627.0,Separated,Male,No,11.65607,15,4,0,No,One year,No,No,DSL,Yes,Yes,No,No,Yes,No,No,No,No,Bank Transfer(automatic),6.0,137.7988,1235.0,1,3,3,4,2,3,2,2,,3.0434393467957603,
3203,3204,E69371,b19a9311-8989-4667-8fd1-efad2f127a67,Hanover,MN,Wright,55341,45.15922,-93.65914,3226,Suburban,America/Chicago,Catering manager,5.0,89.0,Bachelor's Degree,Full Time,37089.0,Divorced,Male,No,14.36205,15,5,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,1.0,204.6005,596.0,5,5,5,4,3,4,6,3,,4.055724695490021,
3230,3231,D713249,d50a2cfe-e932-4a4f-b362-63594f2ebf7c,Glendale,SC,Spartanburg,29346,34.94515,-81.83643,293,Suburban,America/New_York,Statistician,1.0,60.0,Master's Degree,Full Time,17626.0,Married,Male,No,8.247861,15,4,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,No,No,Mailed Check,2.0,124.7307,341.0,1,3,3,4,2,4,4,4,,3.0434393467957603,
3398,3399,S544900,45544ec2-1046-4b50-8747-59c278d53709,Hensel,ND,Pembina,58241,48.69841,-97.67744,163,Rural,America/Chicago,Dealer,4.0,41.0,Regular High School Diploma,Part Time,24650.0,Married,Male,No,9.242648,14,4,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Electronic Check,9.0,125.8486,1107.0,5,5,4,2,3,3,4,3,,3.0434393467957603,
3472,3473,J843230,2e9b0757-9639-491a-b546-786fa3e2341e,Woodland,CA,Yolo,95695,38.6871,-121.8571,40857,Rural,America/Los_Angeles,"Scientist, audiological",2.0,23.0,GED or Alternative Credential,Unemployed,81939.0,Widowed,Male,No,5.137469,11,4,1,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,6.0,152.2345,1103.0,5,6,5,3,4,4,5,4,,3.0434393467957603,
3656,3657,Z777846,f9a5c2dd-a9f5-4226-982f-1f12075bce6a,Palisades,NY,Rockland,10964,41.01624,-73.91438,1283,Urban,America/New_York,Interpreter,0.0,36.0,GED or Alternative Credential,Full Time,23490.0,Never Married,Female,No,11.9117,13,4,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Credit Card (automatic),8.0,139.5279,875.0,4,4,4,4,2,3,4,3,,3.0434393467957603,
3844,3845,P780728,a7fd052c-7811-4ac4-a484-cfd319879c92,Asbury,NJ,Hunterdon,8802,40.67647,-75.02428,4035,Rural,America/New_York,Press sub,4.0,61.0,Bachelor's Degree,Full Time,33348.0,Widowed,Male,Yes,41.69856,14,4,0,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Credit Card (automatic),3.0,221.7098,824.0,2,2,3,4,4,3,1,3,,3.0434393467957603,
3849,3850,F478770,9c5d67bb-f264-4f8a-8ae9-1d0778127ceb,Ransom,IL,LaSalle,60470,41.16897,-88.64107,497,Rural,America/Chicago,"Designer, television/film set",0.0,21.0,Master's Degree,Student,23953.0,Divorced,Female,Yes,3.572423,14,4,1,No,Month-to-month,No,No,None,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Credit Card (automatic),13.0,139.7746,1504.0,4,4,4,4,4,4,5,1,,3.0434393467957603,
3903,3904,S109814,34f91f3c-acf9-40d8-be6d-8143d6716db9,Verona,WI,Dane,53593,42.98452,-89.57814,23247,Suburban,America/Chicago,Museum/gallery curator,4.0,26.0,Bachelor's Degree,Full Time,90903.0,Divorced,Female,Yes,9.130312,10,5,0,Yes,One year,No,No,None,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Credit Card (automatic),12.0,143.5179,754.0,4,3,3,4,3,4,5,5,,4.055724695490021,
4010,4011,D86641,733a91cc-cb27-43e8-859c-4518e9b98a66,Avon,MS,Washington,38723,33.22967,-91.03838,83,Suburban,America/Chicago,"Production designer, theatre/television/film",2.0,48.0,Regular High School Diploma,Full Time,38253.0,Divorced,Male,Yes,10.9859,11,5,1,No,One year,No,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Electronic Check,5.0,226.7104,896.0,4,4,4,3,5,4,3,4,,4.055724695490021,
4028,4029,Q155887,5f84358a-b428-4879-b0e1-745a9983af0c,Vancouver,WA,Clark,98660,45.68773,-122.7319,12349,Urban,America/Los_Angeles,"Copywriter, advertising",0.0,51.0,"9th Grade to 12th Grade, No Diploma",Full Time,1779.0,Widowed,Female,Yes,7.50405,14,4,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),17.0,183.5753,1796.0,3,2,3,5,3,3,4,3,,3.0434393467957603,
4091,4092,A270578,fa474afa-8b85-45e6-8ffa-8b9275b0307c,Danbury,CT,Fairfield,6811,41.42442,-73.48159,32388,Rural,America/New_York,Chartered loss adjuster,2.0,55.0,Bachelor's Degree,Retired,50391.0,Widowed,Female,No,14.62555,10,5,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Bank Transfer(automatic),12.0,170.673,1336.0,4,5,4,4,4,3,4,5,,4.055724695490021,
4116,4117,I634139,c1062b66-9e14-4cb9-b48a-6943dbb4689f,Estancia,NM,Torrance,87016,34.77804,-105.922,3308,Urban,America/Denver,"Surveyor, planning and development",3.0,45.0,"Some College, 1 or More Years, No Degree",Unemployed,38734.0,Separated,Female,Yes,4.270915,17,4,0,No,Month-to-month,Yes,No,DSL,No,No,No,Yes,No,No,Yes,No,Yes,Mailed Check,12.0,138.396,1676.0,5,6,5,4,2,3,4,3,,3.0434393467957603,
4126,4127,O241610,7ff6bc32-7bb8-4092-a67c-447c92d152bc,Norwood,NY,St. Lawrence,13668,44.75496,-74.98605,3291,Urban,America/New_York,"Geneticist, molecular",0.0,44.0,Bachelor's Degree,Part Time,31655.0,Widowed,Prefer not to answer,No,5.069008,10,4,1,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Electronic Check,18.0,142.505,2214.0,4,5,5,3,4,4,4,3,,3.0434393467957603,
4153,4154,R199135,1cc5e03c-fbfe-4fbc-abd9-8ebbd876a878,Jetmore,KS,Hodgeman,67854,38.09101,-100.0103,1253,Urban,America/Chicago,Records manager,2.0,83.0,Regular High School Diploma,Part Time,17787.0,Married,Male,No,9.170301,13,4,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Credit Card (automatic),13.0,147.2796,1226.0,4,5,5,3,4,4,3,2,,3.0434393467957603,
4181,4182,P02180,76d37a6e-6d2d-43e7-99f7-b47caeb07525,Hartstown,PA,Crawford,16131,41.55036,-80.37755,970,Suburban,America/New_York,Operational investment banker,0.0,58.0,"9th Grade to 12th Grade, No Diploma",Part Time,49369.0,Never Married,Male,No,17.20837,13,4,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Electronic Check,5.0,152.2417,829.0,4,4,4,4,2,3,4,4,,3.0434393467957603,
4213,4214,P651891,249a6158-1492-45dd-a741-b26aa1a7bb16,East Freetown,MA,Bristol,2717,41.75874,-70.97166,4885,Urban,America/New_York,Communications engineer,0.0,80.0,Associate's Degree,Full Time,12156.0,Married,Female,No,11.07434,12,4,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,No,No,Mailed Check,8.0,150.5536,775.0,4,3,3,4,4,4,4,4,,3.0434393467957603,
4231,4232,K01322,c0311331-b5bf-41dc-a379-1305722a35bd,Como,TX,Hopkins,75431,33.01166,-95.46369,2424,Suburban,America/Chicago,"Therapist, art",1.0,62.0,Master's Degree,Unemployed,55802.0,Divorced,Female,Yes,14.16445,9,4,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,11.0,129.1538,1538.0,4,5,3,4,3,3,3,4,,3.0434393467957603,
4245,4246,U200056,ba607562-2727-42ec-81c0-fd0095c1af01,Fairfax,VA,Fairfax,22033,38.87529,-77.38456,40170,Suburban,America/New_York,"Administrator, sports",3.0,52.0,"Some College, 1 or More Years, No Degree",Full Time,8122.0,Married,Male,No,12.50465,7,4,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,17.0,172.0702,1708.0,3,4,3,2,3,2,2,3,,3.0434393467957603,
4296,4297,W823366,caa409e5-dc69-417a-be87-d0e15212d34e,Cornville,AZ,Yavapai,86325,34.7346,-111.8979,5449,Urban,America/Phoenix,Environmental consultant,3.0,54.0,Regular High School Diploma,Part Time,17429.0,Separated,Male,No,13.86874,15,5,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Mailed Check,9.0,167.8338,1171.0,2,2,2,3,3,3,3,3,,4.055724695490021,
4428,4429,G503565,8f5e7b63-d3e8-4829-925f-f8e230735643,Afton,VA,Nelson,22920,37.97724,-78.8107,3612,Urban,America/New_York,Education administrator,2.0,35.0,"9th Grade to 12th Grade, No Diploma",Unemployed,9121.0,Never Married,Female,Yes,16.18185,16,4,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Electronic Check,12.0,235.8939,1748.0,2,1,3,2,3,3,3,4,,3.0434393467957603,
4444,4445,E450808,e94534d5-f94b-4cf8-b1b3-54914c6cc7cf,Sioux City,IA,Woodbury,51103,42.51806,-96.44281,17356,Rural,America/Chicago,Recruitment consultant,4.0,45.0,"9th Grade to 12th Grade, No Diploma",Full Time,19623.0,Divorced,Female,No,9.612917,9,4,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Credit Card (automatic),9.0,168.3807,1043.0,4,4,4,4,2,4,4,4,,3.0434393467957603,
4487,4488,B239370,a5222813-9b08-4c8b-b7e6-5121da6cd7e0,Conroe,TX,Montgomery,77303,30.37665,-95.38135,20163,Urban,America/Chicago,Commercial/residential surveyor,4.0,25.0,"Some College, 1 or More Years, No Degree",Unemployed,47426.0,Separated,Male,Yes,10.79943,9,4,0,Yes,Month-to-month,No,No,Fiber Optic,No,Yes,No,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),1.0,183.2467,695.0,4,4,3,4,4,3,4,4,,3.0434393467957603,
4533,4534,R101514,ed3e6f9f-59e5-4388-aea8-d77cd6a43a2f,Guys Mills,PA,Crawford,16327,41.63246,-79.96068,3027,Urban,America/New_York,Clinical psychologist,0.0,89.0,Master's Degree,Student,33004.0,Separated,Male,Yes,5.365985,11,4,0,No,Month-to-month,No,Yes,None,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,8.0,244.2902,1194.0,3,2,3,4,3,2,3,4,,3.0434393467957603,
4539,4540,H646152,ebf0124a-b9bf-4420-9c99-7e153e470edb,Hume,CA,Fresno,93628,36.79197,-118.9251,239,Rural,America/Los_Angeles,Retail buyer,4.0,51.0,GED or Alternative Credential,Retired,14234.0,Separated,Female,No,9.143928,5,4,1,No,Two Year,No,Yes,None,Yes,No,No,Yes,No,No,No,Yes,No,Electronic Check,9.0,138.5248,1099.0,4,4,3,3,4,3,4,4,,3.0434393467957603,
4552,4553,V286928,d2e978c9-2baf-4671-9cde-3232ed9b9294,Southgate,MI,Wayne,48195,42.20472,-83.20589,29268,Urban,America/Detroit,Barrister's clerk,4.0,48.0,Associate's Degree,Full Time,12225.0,Separated,Female,Yes,9.87182,7,4,0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,3.0,157.5752,558.0,3,2,2,4,2,2,3,5,,3.0434393467957603,
4566,4567,L863306,43f9e674-89a4-4be2-b631-cf525a20a232,Otis Orchards,WA,Spokane,99027,47.71042,-117.1262,6412,Rural,America/Los_Angeles,"Engineer, automotive",0.0,73.0,"Some College, 1 or More Years, No Degree",Part Time,49792.0,Separated,Male,Yes,9.816828,8,4,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),14.0,159.7288,1845.0,3,2,1,3,3,2,3,2,,3.0434393467957603,
